domain	bias_rating	category	mbfc_ideo
dailydot.com	left	left	-1.0
dailykos.com	left	left	-1.0
dailymontanan.com	left	left	-1.0
dailynewsbin.com		left	-1.0
dailyrecord.co.uk	left	left	-1.0
dailysoundandfury.com	left	left	-1.0
dallasvoice.com	left	left	-1.0
davidpakman.com	left	left	-1.0
deadstate.org	left	left	-1.0
deadspin.com	left-center	left	-1.0
: democracychronicles.org	left	left	-1.0
democracyguardian.com	left	left	-1.0
democracyjournal.org	left	left	-1.0
democracynow.org	left biased	left	-1.0
democraticunderground.com	left	left	-1.0
deshabhimani.com	left	left	-1.0
desmogblog.com	left	left	-1.0
metrotimes.com	left	left	-1.0
dissentmagazine.org	left	left	-1.0
drudge.com		left	-1.0
earthfirstjournal.news	left	left	-1.0
ecowatch.com	left	left	-1.0
egbertowillies.com	left	left	-1.0
electoral-vote.com	left	left	-1.0
electronicintifada.net		left	-1.0
elitedaily.com	left	left	-1.0
elle.com		left	-1.0
esquire.com	left	left	-1.0
everydayfeminism.com	left	left	-1.0
evonomics.com	left	left	-1.0
feministcurrent.com	left	left	-1.0
fifthestate.org	left	left	-1.0
finnishnews.fi	left	left	-1.0
floridaphoenix.com	left	left	-1.0
foodandwaterwatch.org	left	left	-1.0
foreignpolicyjournal.com		left	-1.0
foreignpolicynews.org	left	left	-1.0
freepress.org	far left	left	-1.0
ffrf.org	left	left	-1.0
freedomnews.org.uk	left	left	-1.0
frontpageslive.com	left	left	-1.0
freespeech.org	left	left	-1.0
gawker.com	left	left	-1.0
gaycitynews.com	left	left	-1.0
gaystarnews.com	left	left	-1.0
gaytimes.co.uk	left	left	-1.0
geopoliticsalert.com	left	left	-1.0
georgiarecorder.com	left	left	-1.0
giffords.org	left	left	-1.0
gizmodo.com	left	left	-1.0
glaad.org	left	left	-1.0
globalvoices.org		left	-1.0
good.is	left	left	-1.0
gq.com	left	left	-1.0
bradford-delong.com	left	left	-1.0
greenleft.org.au	left	left	-1.0
guardianlv.com	left	left	-1.0
haaretz.com	left	left	-1.0
harpersbazaar.com	left	left	-1.0
hir.harvard.edu	left	left	-1.0
hightimes.com	left	left	-1.0
hillreporter.com	left	left	-1.0
huffpost.com	left	left	-1.0
hrc.org	left	left	-1.0
idahocapitalsun.com	left	left	-1.0
marxist.com	far-left	left	-1.0
inthesetimes.com	left	left	-1.0
alligator.org	left	left	-1.0
indivisible.org	left	left	-1.0
inequalitymedia.org	left	left	-1.0
juancole.com	left	left	-1.0
ips-dc.org	left	left	-1.0
intpolicydigest.org	left	left	-1.0
internationalviewpoint.org	far left	left	-1.0
intrepidreport.com	left	left	-1.0
iowacapitaldispatch.com	left	left	-1.0
iowastartingline.com	left	left	-1.0
itsgoingdown.org	left	left	-1.0
jacobin.com	left	left	-1.0
jezebel.com	left	left	-1.0
joebiden.com	left	left	-1.0
junkee.com	left	left	-1.0
kansasreflector.com	left	left	-1.0
knock-la.com	left	left	-1.0
lavendermagazine.com	left	left	-1.0
laweekly.com	left	left	-1.0
leftfootforward.org	left-center	left	-1.0
leftvoice.org	left	left	-1.0
monde-diplomatique.fr	left	left	-1.0
leoweekly.com	left	left	-1.0
lgbtqnation.com	left	left	-1.0
libcom.org	far left	left	-1.0
liberalamerica.org	left	left	-1.0
liberationnews.org	left	left	-1.0
littlegreenfootballs.com	left	left	-1.0
lailluminator.com	left	left	-1.0
mg.co.za	left	left	-1.0
mainebeacon.com	left	left	-1.0
mashable.com	left	left	-1.0
mediamatters.org	left	left	-1.0
mediaite.com	left	left	-1.0
meduza.io/en	left	left	-1.0
meidastouch.com	left	left	-1.0
merryjane.com	left	left	-1.0
miaminewtimes.com	left-center	left	-1.0
michiganadvance.com	left	left	-1.0
middleeastmonitor.com	left	left	-1.0
muncievoice.com	left	left	-1.0
milwaukeeindependent.com	left	left	-1.0
minnesotareformer.com	left	left	-1.0
missouriindependent.com	left	left	-1.0
modernliberals.com		left	-1.0
monthlyreview.org	left	left	-1.0
msmagazine.com	left	left	-1.0
: msnbc.com	left	left	-1.0
nationofchange.org	left	left	-1.0
naacp.org		left	-1.0
nrdc.org	left	left	-1.0
ncnewsline.com	left-center	left	-1.0
nebraskaexaminer.com	left	left	-1.0
nevadacurrent.com	left	left	-1.0
newint.org	left-center	left	-1.0
newjerseymonitor.com	left	left	-1.0
newpol.org	left	left	-1.0
newrepublic.com	left	left	-1.0
newstatesman.com	left-center	left	-1.0
amsterdamnews.com	left	left	-1.0
nymag.com	left	left	-1.0
newyorker.com	left	left	-1.0
newscorpse.com	left	left	-1.0
newshounds.us	left	left	-1.0
newsone.com	left	left	-1.0
novaramedia.com	far left	left	-1.0
nowtoronto.com	left	left	-1.0
occupy.com	left	left	-1.0
ohiocapitaljournal.com	left	left	-1.0
onegreenplanet.org	left	left	-1.0
opednews.com	left	left	-1.0
opensocietyfoundations.org	left	left	-1.0
oregoncapitalchronicle.com	left	left	-1.0
orlandoweekly.com	left	left	-1.0
out.com	left	left	-1.0
palmerreport.com	left	left	-1.0
pastemagazine.com	left	left	-1.0
penncapital-star.com	left	left	-1.0
pfaw.org	left	left	-1.0
people.com	left	left	-1.0
peoplespolicyproject.org	left	left	-1.0
peoplesworld.org	far left	left	-1.0
pinacnews.com	left	left	-1.0
thepinknews.com	left	left	-1.0
polinews.org	left	left	-1.0
politicususa.com	left	left	-1.0
politizoom.com		left	-1.0
popular.info	left	left	-1.0
popularresistance.org		left	-1.0
postcarbon.org	left	left	-1.0
pressprogress.ca		left	-1.0
boldprogressives.org	left	left	-1.0
projectcensored.org	left	left	-1.0
psyche.co	left	left	-1.0
queerty.com	left	left	-1.0
rabble.ca		left	-1.0
rantt.com		left	-1.0
rawstory.com	left	left	-1.0
rsn.org	left	left	-1.0
readingthepictures.org	left	left	-1.0
therealnews.com	left	left	-1.0
redpepper.org.uk		left	-1.0
refinery29.com	left	left	-1.0
republicreport.org		left	-1.0
resilience.org		left	-1.0
resolutesquare.com	left	left	-1.0
revcom.us		left	-1.0
rewirenewsgroup.com		left	-1.0
rightwingwatch.org	left	left	-1.0
trofire.com	left	left	-1.0
rollingstone.com	left	left	-1.0
salon.com	left	left	-1.0
sacurrent.com	left	left	-1.0
sfbayview.com	left	left	-1.0
scarymommy.com	left	left	-1.0
secondnexus.com		left	-1.0
seventeen.com		left	-1.0
shadowproof.com	left	left	-1.0
shareblue.com		left	-1.0
shondaland.com	left	left	-1.0
slate.com	left	left	-1.0
readsludge.com	left	left	-1.0
smirkingchimp.com	left	left	-1.0
worldsocialism.org/spgb	left	left	-1.0
socialistworker.org	left	left	-1.0
sourcenm.com	left	left	-1.0
sourcewatch.org	left	left	-1.0
southdakotasearchlight.com	left	left	-1.0
splcenter.org	left	left	-1.0
riverfronttimes.com	left	left	-1.0
stpete4peace.org	left	left	-1.0
talkingpointsmemo.com	left	left	-1.0
teenvogue.com	left	left	-1.0
tnholler.com	left	left	-1.0
tennesseelookout.com	left	left	-1.0
19thnews.org	left	left	-1.0
advocate.com	left	left	-1.0
americanindependent.com	left	left	-1.0
prospect.org	left	left	-1.0
austinchronicle.com		left	-1.0
thebaffler.com	left	left	-1.0
theburningspear.com	left	left	-1.0
thecanary.co	left	left	-1.0
climaterealityproject.org	left	left	-1.0
thecut.com	left	left	-1.0
daily49er.com	left	left	-1.0
thedailybanter.com		left	-1.0
the-daily.buzz		left	-1.0
thedailyvox.co.za	left	left	-1.0
democratichub.com	left	left	-1.0
thedodo.com	left	left	-1.0
dworkinreport.com	left	left	-1.0
thefloridasqueeze.com	left	left	-1.0
thegailygrind.com	left	left	-1.0
gaycenter.org	left	left	-1.0
ghionjournal.com	left	left	-1.0
goodmenproject.com	left	left	-1.0
gravelinstitute.org	far left	left	-1.0
indypendent.org	left	left	-1.0
mavenroundtable.io/theintellectualist	left	left	-1.0
levernews.com	left	left	-1.0
thelily.com	left	left	-1.0
thelondoneconomic.com	left	left	-1.0
readthemaple.com	left	left	-1.0
themarysue.com	left	left	-1.0
themilitant.com	left	left	-1.0
themonthly.com.au	left	left	-1.0
morningstaronline.co.uk	left	left	-1.0
thenarwhal.ca	left	left	-1.0
thenation.com	left	left	-1.0
nationalmemo.com	left	left	-1.0
thenewcivilrightsmovement.com	left	left	-1.0
palestinechronicle.com	left	left	-1.0
phnompenhpost.com	left	left	-1.0
progressive.org	left	left	-1.0
theroot.com	left	left	-1.0
thelasource.com	left	left	-1.0
thestranger.com	left-center	left	-1.0
texasobserver.org	left	left	-1.0
villagevoice.com	left	left	-1.0
voice-online.co.uk	left	left	-1.0
thewalrus.ca	left	left	-1.0
washingtonspectator.org	left	left	-1.0
theweek.com	left	left	-1.0
worldcantwait.net	far left	left	-1.0
thegrio.com	left	left	-1.0
thisisthezerohour.com	left	left	-1.0
them.us	left	left	-1.0
this.org	left	left	-1.0
towleroad.com	left	left	-1.0
treehugger.com	left	left	-1.0
truthdig.com	left-center	left	-1.0
thetruth.com	left	left	-1.0
truthout.org	left	left	-1.0
truththeory.com	left	left	-1.0
unicornriot.ninja	left	left	-1.0
uproxx.com	left	left	-1.0
upworthy.com	left	left	-1.0
vanityfair.com	left	left	-1.0
venezuelanalysis.com	left	left	-1.0
vox.com	left	left	-1.0
wallstreetonparade.com	left-center	left	-1.0
washingtonbabylon.com	left	left	-1.0
washingtonpress.com	left	left	-1.0
washingtonian.com	left	left	-1.0
wearyourvoicemag.com	left	left	-1.0
wehuntedthemammoth.com	left	left	-1.0
whowhatwhy.org	left	left	-1.0
wisconsinexaminer.com	left	left	-1.0
wonkette.com	left	left	-1.0
workers.org	far left	left	-1.0
wsws.org	left	left	-1.0
xtramagazine.com	left	left	-1.0
yesmagazine.org	left	left	-1.0
tyt.com	left	left	-1.0
znetwork.org	left	left	-1.0
1news.co.nz	left-center	leftcenter	-1.0
100milefreepress.net	left-center	leftcenter	-1.0
604now.com	left-center	leftcenter	-1.0
972mag.com	left-center	leftcenter	-1.0
whitehouse.gov/1600daily		leftcenter	-1.0
abcnews.go.com	left-center	leftcenter	-1.0
abc.net.au	left-center	leftcenter	-1.0
abc11.com	left-center	leftcenter	-1.0
abbynews.com	left-center	leftcenter	-1.0
abovethelaw.com	left-center	leftcenter	-1.0
theadvocate.com/acadiana	left-center	leftcenter	-1.0
aceshowbiz.com	left-center	leftcenter	-1.0
aclu.org	left-center	leftcenter	-1.0
adaderana.lk	left-center	leftcenter	-1.0
theadanews.com	left-center	leftcenter	-1.0
aeon.co	left-center	leftcenter	-1.0
affinitymagazine.us	left-center	leftcenter	-1.0
africanarguments.org	left-center	leftcenter	-1.0
africanews.com	left-center	leftcenter	-1.0
agassizharrisonobserver.com	left-center	leftcenter	-1.0
ahvalnews.com	left-center	leftcenter	-1.0
airdrietoday.com	left-center	leftcenter	-1.0
messagemedia.co/aitkin	left-center	leftcenter	-1.0
durhamregion.com/ajax-on	left-center	leftcenter	-1.0
beaconjournal.com	left-center	leftcenter	-1.0
aljazeera.com	left-center	leftcenter	-1.0
al-monitor.com	left-center	leftcenter	-1.0
al-sura.com	left-center	leftcenter	-1.0
alamogordonews.com	left-center	leftcenter	-1.0
guttmacher.org	left-center	leftcenter	-1.0
alaskahighwaynews.ca	left-center	leftcenter	-1.0
timesunion.com	left-center	leftcenter	-1.0
albertaviews.ca	left-center	leftcenter	-1.0
aldergrovestar.com	left-center	leftcenter	-1.0
allgov.com	left-center	leftcenter	-1.0
simcoe.com/alliston-on	left-center	leftcenter	-1.0
allthatsinteresting.com	left-center	leftcenter	-1.0
northbaynipissing.com/almaguinhighlands-on	left-center	leftcenter	-1.0
amny.com	left-center	leftcenter	-1.0
americamagazine.org	left-center	leftcenter	-1.0
americanimmigrationcouncil.org	left-center	leftcenter	-1.0
americanpublicmedia.org	left-center	leftcenter	-1.0
americanpurpose.com	left-center	leftcenter	-1.0
americashealthrankings.org	left-center	leftcenter	-1.0
amestrib.com	left-center	leftcenter	-1.0
amnesty.org/en	left-center	leftcenter	-1.0
thespec.com/local-ancaster	left-center	leftcenter	-1.0
heraldbulletin.com	left-center	leftcenter	-1.0
andovertownsman.com	left-center	leftcenter	-1.0
annistonstar.com	left-center	leftcenter	-1.0
hometownsource.com/abc_newspapers	left-center	leftcenter	-1.0
anthropocenemagazine.org	left-center	leftcenter	-1.0
adl.org	left-center	leftcenter	-1.0
aol.com	left-center	leftcenter	-1.0
apmreports.org	left-center	leftcenter	-1.0
apple.com/apple-news	left-center	leftcenter	-1.0
aptnnews.ca	left-center	leftcenter	-1.0
areomagazine.com	left-center	leftcenter	-1.0
azcapitoltimes.com	left-center	leftcenter	-1.0
tucson.com	left-center	leftcenter	-1.0
azdailysun.com	left-center	leftcenter	-1.0
azcentral.com	left-center	leftcenter	-1.0
arktimes.com	left-center	leftcenter	-1.0
armscontrol.org	left-center	leftcenter	-1.0
insideottawavalley.com/arnprior-on	left-center	leftcenter	-1.0
arte.tv	left-center	leftcenter	-1.0
ashcroftcachecreekjournal.com	left-center	leftcenter	-1.0
citizen-times.com	left-center	leftcenter	-1.0
asiasentinel.com	left-center	leftcenter	-1.0
aspeniaonline.it	left-center	leftcenter	-1.0
aspeninstitute.org	left-center	leftcenter	-1.0
sasktoday.ca/south/assiniboia-times	left-center	leftcenter	-1.0
apnews.com	left-center	leftcenter	-1.0
magazine.atavist.com	left-center	leftcenter	-1.0
townandcountrytoday.com/athabasca-news	left-center	leftcenter	-1.0
onlineathens.com	left-center	leftcenter	-1.0
athensreview.com	left-center	leftcenter	-1.0
enewscourier.com	left-center	leftcenter	-1.0
atlantablackstar.com	left-center	leftcenter	-1.0
ajc.com	left-center	leftcenter	-1.0
theatlantic.com	left-center	leftcenter	-1.0
atlanticmedia.com	left-center	leftcenter	-1.0
attn.com	left-center	leftcenter	-1.0
yorkregion.com/aurora-on	left-center	leftcenter	-1.0
statesman.com	left-center	leftcenter	-1.0
austindailyherald.com	left-center	leftcenter	-1.0
avclub.com	left-center	leftcenter	-1.0
axios.com	left-center	leftcenter	-1.0
wired.com/category/backchannel	left-center	leftcenter	-1.0
balkaninsight.com	left-center	leftcenter	-1.0
baltimoresun.com	left-center	leftcenter	-1.0
bangordailynews.com	left-center	leftcenter	-1.0
baptistnews.com	left-center	leftcenter	-1.0
townandcountrytoday.com	left-center	leftcenter	-1.0
simcoe.com/barrie-on	left-center	leftcenter	-1.0
barrietoday.com	left-center	leftcenter	-1.0
theadvocate.com	left-center	leftcenter	-1.0
battlecreekenquirer.com	left-center	leftcenter	-1.0
baxterbulletin.com	left-center	leftcenter	-1.0
baynature.org	left-center	leftcenter	-1.0
bbc.com/news	left-center	leftcenter	-1.0
tmnews.com	left-center	leftcenter	-1.0
bellingcat.com	left-center	leftcenter	-1.0
bellinghamherald.com	left-center	leftcenter	-1.0
belltower.news	left-center	leftcenter	-1.0
berkeleyside.com	left-center	leftcenter	-1.0
berkleycenter.georgetown.edu	left-center	leftcenter	-1.0
berkshireeagle.com	left-center	leftcenter	-1.0
berliner-zeitung.de	left-center	leftcenter	-1.0
bighorncountynews.com	left-center	leftcenter	-1.0
bigtimberpioneer.net	left-center	leftcenter	-1.0
bing.com/news	left-center	leftcenter	-1.0
birminghammail.co.uk	left-center	leftcenter	-1.0
blackenterprise.com	left-center	leftcenter	-1.0
blackburnnews.com	left-center	leftcenter	-1.0
blackpressusa.com	left-center	leftcenter	-1.0
bleacherreport.com	left-center	leftcenter	-1.0
bloomberg.com	left-center	leftcenter	-1.0
southernminn.com/owatonna_peoples_press	left-center	leftcenter	-1.0
hometownsource.com/sun_current	left-center	leftcenter	-1.0
bdtonline.com	left-center	leftcenter	-1.0
bluestemprairie.com	left-center	leftcenter	-1.0
bnnbloomberg.ca	left-center	leftcenter	-1.0
lakelandtoday.ca	left-center	leftcenter	-1.0
boredpanda.com	left-center	leftcenter	-1.0
borgenmagazine.com	left-center	leftcenter	-1.0
borgenproject.org	left-center	leftcenter	-1.0
boston.com	left-center	leftcenter	-1.0
bostonglobe.com	left-center	leftcenter	-1.0
bowenislandundercurrent.com	left-center	leftcenter	-1.0
bgr.com	left-center	leftcenter	-1.0
muskokaregion.com/bracebridge-on	left-center	leftcenter	-1.0
bramptonguardian.com	left-center	leftcenter	-1.0
breakingnews.ie	left-center	leftcenter	-1.0
brennancenter.org	left-center	leftcenter	-1.0
enterprisenews.com	left-center	leftcenter	-1.0
brookings.edu	left-center	leftcenter	-1.0
hometownsource.com/sun_post	left-center	leftcenter	-1.0
brownpoliticalreview.org	left-center	leftcenter	-1.0
thebulletin.org	left-center	leftcenter	-1.0
burlingtoncountytimes.com	left-center	leftcenter	-1.0
insidehalton.com/burlington-on	left-center	leftcenter	-1.0
burnabynow.com	left-center	leftcenter	-1.0
burnslakelakesdistrictnews.com	left-center	leftcenter	-1.0
businessinsider.com		leftcenter	-1.0
bustle.com	left-center	leftcenter	-1.0
buzzfeed.com	left-center	leftcenter	-1.0
buzzfeednews.com	left-center	leftcenter	-1.0
bylinetimes.com	left-center	leftcenter	-1.0
caledonenterprise.com	left-center	leftcenter	-1.0
caledoniacourier.com	left-center	leftcenter	-1.0
calmatters.org	left-center	leftcenter	-1.0
cambridgetimes.ca	left-center	leftcenter	-1.0
campbellrivermirror.com	left-center	leftcenter	-1.0
mpnnow.com	left-center	leftcenter	-1.0
canadaland.com	left-center	leftcenter	-1.0
canarymedia.com	left-center	leftcenter	-1.0
sasktoday.ca/central/canora-courier	left-center	leftcenter	-1.0
cantonrep.com	left-center	leftcenter	-1.0
capitalgazette.com	left-center	leftcenter	-1.0
carboncountynews.com	left-center	leftcenter	-1.0
caribbeanlifenews.com	left-center	leftcenter	-1.0
insideottawavalley.com/carletonplace-on	left-center	leftcenter	-1.0
currentargus.com	left-center	leftcenter	-1.0
sasktoday.ca/south/carlyle-observer	left-center	leftcenter	-1.0
carnegieendowment.org	left-center	leftcenter	-1.0
carolinapublicpress.org	left-center	leftcenter	-1.0
carriagetownenews.com	left-center	leftcenter	-1.0
catchnews.com	left-center	leftcenter	-1.0
cbc.ca/news	left-center	leftcenter	-1.0
cbsnews.com/boston	left-center	leftcenter	-1.0
cbsnews.com/losangeles	left-center	leftcenter	-1.0
cbsnews.com	left-center	leftcenter	-1.0
newyork.cbslocal.com	left-center	leftcenter	-1.0
seattle.cbslocal.com	left-center	leftcenter	-1.0
cecildaily.com	left-center	leftcenter	-1.0
censor.net	left-center	leftcenter	-1.0
c4ads.org	left-center	leftcenter	-1.0
cgdev.org	left-center	leftcenter	-1.0
centerforinquiry.org	left-center	leftcenter	-1.0
internationalpolicy.org	left-center	leftcenter	-1.0
cnas.org	left-center	leftcenter	-1.0
populardemocracy.org	left-center	leftcenter	-1.0
publicintegrity.org	left-center	leftcenter	-1.0
cbpp.org	left-center	leftcenter	-1.0
focustaiwan.tw	left-center	leftcenter	-1.0
chalkbeat.org	left-center	leftcenter	-1.0
channel4.com/news	left-center	leftcenter	-1.0
wvgazettemail.com	left-center	leftcenter	-1.0
charlotteobserver.com	left-center	leftcenter	-1.0
cheddar.com	left-center	leftcenter	-1.0
cheboygannews.com	left-center	leftcenter	-1.0
chemainusvalleycourier.ca	left-center	leftcenter	-1.0
courierpostonline.com	left-center	leftcenter	-1.0
chicago.suntimes.com	left-center	leftcenter	-1.0
chickashanews.com	left-center	leftcenter	-1.0
theprogress.com	left-center	leftcenter	-1.0
chinaglobalsouth.com	left-center	leftcenter	-1.0
christiancentury.org	left-center	leftcenter	-1.0
citizentruth.org	left-center	leftcenter	-1.0
citizensforethics.org	left-center	leftcenter	-1.0
ctj.org	left-center	leftcenter	-1.0
bloomberg.com/citylab	left-center	leftcenter	-1.0
cityandstateny.com	left-center	leftcenter	-1.0
cknewstoday.ca	left-center	leftcenter	-1.0
cknxnewstoday.ca	left-center	leftcenter	-1.0
claremoreprogress.com	left-center	leftcenter	-1.0
durhamregion.com/clarington-on	left-center	leftcenter	-1.0
clarionledger.com		leftcenter	-1.0
cleantechnica.com	left-center	leftcenter	-1.0
clearwatertimes.com	left-center	leftcenter	-1.0
cleburnetimesreview.com	left-center	leftcenter	-1.0
clintonherald.com	left-center	leftcenter	-1.0
cloverdalereporter.com	left-center	leftcenter	-1.0
cnbc.com	left-center	leftcenter	-1.0
coastmountainnews.com	left-center	leftcenter	-1.0
coed.com	left-center	leftcenter	-1.0
thedailyreporter.com	left-center	leftcenter	-1.0
coloradopolitics.com	left-center	leftcenter	-1.0
columbiatribune.com	left-center	leftcenter	-1.0
cjr.org	left-center	leftcenter	-1.0
colombiareports.com	left-center	leftcenter	-1.0
dispatch.com	left-center	leftcenter	-1.0
investigaterussia.org	left-center	leftcenter	-1.0
commoncause.org	left-center	leftcenter	-1.0
commonwealmagazine.org	left-center	leftcenter	-1.0
commonwealthfund.org	left-center	leftcenter	-1.0
comoxvalleyrecord.com	left-center	leftcenter	-1.0
complex.com	left-center	leftcenter	-1.0
ctpost.com	left-center	leftcenter	-1.0
pogo.org/the-constitution-project	left-center	leftcenter	-1.0
coopercrier.com	left-center	leftcenter	-1.0
the-leader.com	left-center	leftcenter	-1.0
caller.com	left-center	leftcenter	-1.0
corsicanadailysun.com	left-center	leftcenter	-1.0
cowichanvalleycitizen.com	left-center	leftcenter	-1.0
crosscut.com	left-center	leftcenter	-1.0
crossville-chronicle.com	left-center	leftcenter	-1.0
hometownsource.com/press_and_news	left-center	leftcenter	-1.0
ctmirror.org	left-center	leftcenter	-1.0
cullmantimes.com	left-center	leftcenter	-1.0
times-news.com	left-center	leftcenter	-1.0
dailycommercial.com	left-center	leftcenter	-1.0
gazettenet.com	left-center	leftcenter	-1.0
monitor.co.ug	left-center	leftcenter	-1.0
mirror.co.uk	left-center	leftcenter	-1.0
nation.africa	left-center	leftcenter	-1.0
dnj.com	left-center	leftcenter	-1.0
commercial-news.com	left-center	leftcenter	-1.0
dawn.com	left-center	leftcenter	-1.0
dawsoncreekmirror.ca	left-center	leftcenter	-1.0
dcist.com	left-center	leftcenter	-1.0
dcreport.org	left-center	leftcenter	-1.0
deadline.com	left-center	leftcenter	-1.0
deccanherald.com	left-center	leftcenter	-1.0
debunkingdenialism.com	left-center	leftcenter	-1.0
delawareonline.com	left-center	leftcenter	-1.0
delo.si	left-center	leftcenter	-1.0
delta-optimist.com	left-center	leftcenter	-1.0
democracy21.org	left-center	leftcenter	-1.0
democratandchronicle.com	left-center	leftcenter	-1.0
demos.org	left-center	leftcenter	-1.0
myeasternshoremd.com/times_record	left-center	leftcenter	-1.0
denverpost.com	left-center	leftcenter	-1.0
westword.com	left-center	leftcenter	-1.0
derrynews.com	left-center	leftcenter	-1.0
derstandard.at	left-center	leftcenter	-1.0
freep.com	left-center	leftcenter	-1.0
mountainviewtoday.ca/didsbury-news	left-center	leftcenter	-1.0
zeit.de	left-center	leftcenter	-1.0
digg.com	left-center	leftcenter	-1.0
dillontribune.com	left-center	leftcenter	-1.0
diply.com	left-center	leftcenter	-1.0
diversityinc.com	left-center	leftcenter	-1.0
myeasternshoremd.com/dorchester_star	left-center	leftcenter	-1.0
timesreporter.com	left-center	leftcenter	-1.0
drugpolicy.org	left-center	leftcenter	-1.0
dundalkeagle.com	left-center	leftcenter	-1.0
thespec.com/local-dundas	left-center	leftcenter	-1.0
dutchreview.com	left-center	leftcenter	-1.0
dw.com	left-center	leftcenter	-1.0
eaglevalleynews.com	left-center	leftcenter	-1.0
earth.columbia.edu	left-center	leftcenter	-1.0
earthjustice.org	left-center	leftcenter	-1.0
eastbaytimes.com	left-center	leftcenter	-1.0
thestar.com/local-east-gwillimbury	left-center	leftcenter	-1.0
econofact.org	left-center	leftcenter	-1.0
epi.org	left-center	leftcenter	-1.0
economicshelp.org	left-center	leftcenter	-1.0
edweek.org	left-center	leftcenter	-1.0
effinghamdailynews.com	left-center	leftcenter	-1.0
egyptianstreets.com	left-center	leftcenter	-1.0
ejinsight.com	left-center	leftcenter	-1.0
eldiario.es	left-center	leftcenter	-1.0
eldiariony.com	left-center	leftcenter	-1.0
elpais.com	left-center	leftcenter	-1.0
elpasotimes.com	left-center	leftcenter	-1.0
eff.org	left-center	leftcenter	-1.0
hometownsource.com/elk_river_star_news	left-center	leftcenter	-1.0
emerging-europe.com/about	left-center	leftcenter	-1.0
emptywheel.net	left-center	leftcenter	-1.0
engadget.com	left-center	leftcenter	-1.0
enidnews.com	left-center	leftcenter	-1.0
ew.com	left-center	leftcenter	-1.0
edf.org	left-center	leftcenter	-1.0
orangeville.com/erin-on-news	left-center	leftcenter	-1.0
espn.com	left-center	leftcenter	-1.0
sasktoday.ca/south/estevan-mercury	left-center	leftcenter	-1.0
thestar.com/local-toronto-etobicoke	left-center	leftcenter	-1.0
registerguard.com	left-center	leftcenter	-1.0
euobserver.com	left-center	leftcenter	-1.0
euractiv.com	left-center	leftcenter	-1.0
eurasiareview.com	least biased	leftcenter	-1.0
euromaidanpress.com	left-center	leftcenter	-1.0
euronews.com	left-center	leftcenter	-1.0
courierpress.com	left-center	leftcenter	-1.0
exposingtruth.com	left-center	leftcenter	-1.0
facebook.com/news	left-center	leftcenter	-1.0
factmyth.com	left-center	leftcenter	-1.0
fair.org	left-center	leftcenter	-1.0
fairobserver.com	left-center	leftcenter	-1.0
fairvote.org	left-center	leftcenter	-1.0
southernminn.com/faribault_daily_news	left-center	leftcenter	-1.0
fastcompany.com	left-center	leftcenter	-1.0
feministfrequency.com	left-center	leftcenter	-1.0
fightforthefuture.org	left-center	leftcenter	-1.0
fivethirtyeight.com	left-center	leftcenter	-1.0
thespec.com/local-flamborough	left-center	leftcenter	-1.0
thereminder.ca	left-center	leftcenter	-1.0
foodnavigator.com	left-center	leftcenter	-1.0
fpif.org	left-center	leftcenter	-1.0
hometownsource.com/forest_lake_times	left-center	leftcenter	-1.0
niagarathisweek.com/forterie-on	left-center	leftcenter	-1.0
fwweekly.com	left-center	leftcenter	-1.0
francetvinfo.fr	left-center	leftcenter	-1.0
freakonomics.com	left-center	leftcenter	-1.0
freethink.com	left-center	leftcenter	-1.0
fresnobee.com	left-center	leftcenter	-1.0
futureoflife.org	left-center	leftcenter	-1.0
gadsdentimes.com	left-center	leftcenter	-1.0
gainesvilleregister.com	left-center	leftcenter	-1.0
gainesville.com	left-center	leftcenter	-1.0
gastongazette.com	left-center	leftcenter	-1.0
wyborcza.pl	left-center	leftcenter	-1.0
yorkregion.com/georgina-on	left-center	leftcenter	-1.0
glamour.com	left-center	leftcenter	-1.0
thespec.com/local-haldimand	left-center	leftcenter	-1.0
globalcitizen.org/en	left-center	leftcenter	-1.0
globalnews.ca	left-center	leftcenter	-1.0
theworld.org/programs/globalpost	left-center	leftcenter	-1.0
globalriskinsights.com	left-center	leftcenter	-1.0
globaltimes.cn	left	leftcenter	-1.0
gloucestertimes.com	left-center	leftcenter	-1.0
gmanetwork.com	left-center	leftcenter	-1.0
thegoldenstar.net	left-center	leftcenter	-1.0
goldstreamgazette.com	left-center	leftcenter	-1.0
news.google.com	left-center	leftcenter	-1.0
gothamist.com	left-center	leftcenter	-1.0
governing.com	left-center	leftcenter	-1.0
whistleblower.org	left-center	leftcenter	-1.0
govexec.com	left-center	leftcenter	-1.0
grandrapidsmn.com	left-center	leftcenter	-1.0
muskokaregion.com/gravenhurst-on	left-center	leftcenter	-1.0
greensboro.com	left-center	leftcenter	-1.0
greensburgdailynews.com	left-center	leftcenter	-1.0
heraldbanner.com	left-center	leftcenter	-1.0
grid.news	left-center	leftcenter	-1.0
grist.org	left-center	leftcenter	-1.0
alliednews.com	left-center	leftcenter	-1.0
guelphmercury.com	left-center	leftcenter	-1.0
gunviolencearchive.org	left-center	leftcenter	-1.0
heraldmailmedia.com	left-center	leftcenter	-1.0
haidagwaiiobserver.com	left-center	leftcenter	-1.0
hamiltonnews.com/hamiltonmountain-on	left-center	leftcenter	-1.0
