topic	word	if_reasonable_yijing
election_campaign	conventions	2.0
sstc	newspapers	2.0
civil_rights	postponed	1.0
intl_affairs	london	1.0
sstc	yahoo	2.0
intl_affairs	palestine	2.0
education	universities	2.0
education	classes	1.0
sstc	cable	2.0
sstc	bbc	1.0
healthcare	moderna	2.0
intl_affairs	belarus	2.0
intl_affairs	yemen	2.0
labour	employers	2.0
intl_affairs	ireland	1.0
environment	warming	1.0
immigration	walls	2.0
labour	layoffs	2.0
economy	household	1.0
intl_affairs	invading	1.0
healthcare	inflammation	2.0
healthcare	n95	2.0
intl_affairs	cairo	2.0
healthcare	prescriptions	2.0
healthcare	sars	2.0
housing	renter	2.0
labour	furlough	2.0
economy	cutbacks	2.0
intl_affairs	guatemala	2.0
intl_affairs	gaza	2.0
election_campaign	reschedule	2.0
agriculture	meatpacking	2.0
sstc	snapchat	2.0
civil_rights	deface	2.0
healthcare	airborne	2.0
crime	barret	2.0
healthcare	rona	2.0
economy	inflation	2.0
economy	surplus	2.0
healthcare	chloroquine	2.0
government_ops	dictatorial	2.0
healthcare	pcr	2.0
healthcare	symptomatic	2.0
economy	layoff	2.0
election_campaign	polosi	2.0
environment	tornadoes	2.0
healthcare	coronaviruses	2.0
healthcare	pathogen	2.0
healthcare	swab	2.0
intl_affairs	iceland	2.0
intl_affairs	putins	2.0
labour	layoff	2.0
election_campaign	keynotes	2.0
election_campaign	pluralism	1.0
government_ops	stalinism	2.0
healthcare	disinfect	2.0
healthcare	incubation	2.0
healthcare	virology	2.0
intl_affairs	chile	2.0
intl_affairs	netherlands	2.0
healthcare	respiratory	2.0
healthcare	antigen	2.0
election_campaign	adverts	2.0
healthcare	beds	1.0
healthcare	influenza	2.0
healthcare	hospitalize	2.0
healthcare	saliva	2.0
intl_affairs	crimea	2.0
intl_affairs	intl	2.0
intl_affairs	invaded	2.0
intl_affairs	minsk	2.0
sstc	laboratory	2.0
economy	depreciation	2.0
election_campaign	webcast	2.0
intl_affairs	oppressive	1.0
election_campaign	selecting	1.0
election_campaign	advertisements	2.0
healthcare	cures	2.0
healthcare	ventilators	2.0
election_campaign	microphone	2.0
intl_affairs	hamas	2.0
election_campaign	vicepresident	2.0
housing	landlord	2.0
environment	flooding	1.0
crime	scalia	2.0
intl_affairs	arabs	2.0
environment	floods	1.0
civil_rights	unarmed	2.0
government_ops	autocracy	2.0
election_campaign	yang	2.0
healthcare	vaccination	2.0
sstc	hashtag	2.0
intl_affairs	azerbaijan	2.0
healthcare	1918	2.0
healthcare	antiviral	2.0
intl_affairs	wales	1.0
intl_affairs	kuwait	2.0
healthcare	asymptomatic	2.0
healthcare	h1n1	2.0
intl_affairs	colombia	2.0
intl_affairs	melbourne	1.0
civil_rights	blakes	2.0
economy	homeowner	1.0
civil_rights	1968	1.0
environment	isaias	2.0
healthcare	ppe	2.0
healthcare	disinfectant	2.0
intl_affairs	qatar	2.0
healthcare	ventilator	2.0
education	preschool	2.0
crime	ginsberg	2.0
healthcare	remedy	1.0
election_campaign	keynote	2.0
intl_affairs	kazakhstan	2.0
education	educators	2.0
healthcare	contracted	2.0
election_campaign	whitmer	1.0
healthcare	science	1.0
civil_rights	gun	2.0
civil_rights	peaceful	1.0
civil_rights	lawsuits	2.0
crime	appeals	2.0
election_campaign	campaigns	2.0
economy	reopen	1.0
crime	ruling	1.0
election_campaign	fundraiser	2.0
energy	green	1.0
election_campaign	unity	2.0
economy	company	1.0
immigration	daca	2.0
crime	riots	2.0
civil_rights	riots	2.0
election_campaign	barack	1.0
healthcare	crisis	1.0
election_campaign	speak	1.0
civil_rights	voted	2.0
healthcare	recovery	1.0
healthcare	woodward	2.0
healthcare	doctors	2.0
election_campaign	minnesota	1.0
civil_rights	protest	2.0
civil_rights	shot	1.0
healthcare	deaths	2.0
education	children	1.0
election_campaign	pompeo	2.0
civil_rights	postal	2.0
election_campaign	mccain	1.0
education	reopen	1.0
election_campaign	mcconnell	1.0
election_campaign	appearance	1.0
election_campaign	basement	1.0
election_campaign	miami	1.0
sstc	hannity	1.0
election_campaign	scott	1.0
civil_rights	confederate	2.0
civil_rights	usps	2.0
election_campaign	warren	1.0
election_campaign	schumer	1.0
government_ops	transfer	1.0
education	reopening	1.0
economy	reopening	1.0
civil_rights	rigged	2.0
healthcare	deadly	2.0
education	debt	1.0
environment	environmental	2.0
social_welfare	benefits	2.0
healthcare	lockdown	2.0
energy	fracking	2.0
healthcare	obamacare	2.0
election_campaign	campaigning	2.0
healthcare	briefings	1.0
election_campaign	aoc	1.0
economy	industry	2.0
civil_rights	blake	2.0
healthcare	cost	1.0
immigration	reform	1.0
intl_affairs	netanyahu	2.0
crime	bader	2.0
healthcare	died	1.0
education	kids	1.0
intl_affairs	international	1.0
crime	ruth	2.0
civil_rights	arrest	1.0
intl_affairs	uae	2.0
civil_rights	mail	2.0
election_campaign	pelosi	1.0
election_campaign	polls	2.0
sstc	tiktok	2.0
civil_rights	police	1.0
government_ops	transition	2.0
election_campaign	rallies	2.0
government_ops	power	2.0
sstc	interview	2.0
election_campaign	rnc	2.0
election_campaign	ahead	1.0
election_campaign	ad	2.0
healthcare	fauci	2.0
civil_rights	votes	2.0
civil_rights	fraud	2.0
election_campaign	rally	2.0
sstc	news	2.0
election_campaign	win	2.0
election_campaign	harris	2.0
healthcare	coronavirus	2.0
election_campaign	campaign	2.0
election_campaign	election	2.0
election_campaign	obama	1.0
crime	supreme	2.0
election_campaign	clinton	1.0
sstc	media	2.0
healthcare	pandemic	2.0
election_campaign	kamala	2.0
election_campaign	poll	2.0
healthcare	dead	1.0
election_campaign	ads	2.0
civil_rights	protests	2.0
crime	ginsburg	2.0
election_campaign	elections	1.0
civil_rights	elections	1.0
civil_rights	ballot	2.0
election_campaign	maga	2.0
election_campaign	winning	1.0
environment	fires	1.0
civil_rights	recount	2.0
healthcare	tested	2.0
election_campaign	cuomo	1.0
election_campaign	picks	2.0
crime	coney	2.0
civil_rights	violence	2.0
healthcare	death	1.0
civil_rights	lawsuit	1.0
healthcare	tests	2.0
crime	portland	2.0
crime	nominee	2.0
healthcare	cases	1.0
crime	nomination	2.0
sstc	tweets	2.0
civil_rights	ballots	2.0
economy	taxes	2.0
intl_affairs	israel	2.0
election_campaign	dnc	2.0
intl_affairs	peace	1.0
environment	california	1.0
civil_rights	matter	1.0
crime	troops	1.0
civil_rights	troops	1.0
healthcare	masks	2.0
civil_rights	kenosha	2.0
civil_rights	protesters	2.0
election_campaign	vice	2.0
crime	justice	1.0
labour	hiring	2.0
crime	ricin	2.0
intl_affairs	ukrainian	2.0
environment	wildfire	2.0
defence	meddling	1.0
intl_affairs	meddling	1.0
crime	roberts	1.0
environment	burning	1.0
healthcare	scientific	1.0
healthcare	contract	1.0
healthcare	superspreader	2.0
election_campaign	chosen	1.0
civil_rights	riot	2.0
sstc	headlines	2.0
immigration	dreamers	2.0
education	teachers	2.0
healthcare	remdesivir	2.0
election_campaign	commercial	1.0
crime	riot	1.0
intl_affairs	bahrain	2.0
healthcare	infections	2.0
election_campaign	commercials	1.0
economy	costs	1.0
intl_affairs	beirut	2.0
crime	justices	2.0
energy	fossil	2.0
election_campaign	fly	1.0
crime	assassination	2.0
education	loans	1.0
election_campaign	mic	1.0
crime	rioting	1.0
civil_rights	rioting	2.0
election_campaign	haley	2.0
election_campaign	slogan	2.0
healthcare	steroid	2.0
intl_affairs	vladimir	2.0
election_campaign	veep	2.0
civil_rights	election	2.0
election_campaign	speakers	2.0
economy	evictions	2.0
housing	evictions	1.0
election_campaign	zoom	1.0
healthcare	downplay	2.0
healthcare	diagnosed	2.0
election_campaign	selected	1.0
civil_rights	1619	2.0
election_campaign	advertising	2.0
crime	ruled	2.0
civil_rights	protestors	2.0
healthcare	mandatory	1.0
healthcare	covid19	2.0
election_campaign	debating	2.0
sstc	instagram	2.0
crime	rulings	2.0
civil_rights	postpone	1.0
election_campaign	charlotte	2.0
civil_rights	rig	2.0
intl_affairs	moscow	2.0
economy	rates	1.0
healthcare	aca	2.0
crime	poison	1.0
civil_rights	fraudulent	2.0
intl_affairs	maduro	2.0
intl_affairs	german	2.0
economy	irs	2.0
election_campaign	nikki	1.0
election_campaign	klobuchar	2.0
healthcare	downplayed	2.0
environment	storm	1.0
civil_rights	indian	1.0
crime	crimes	2.0
election_campaign	mitch	1.0
civil_rights	jail	1.0
sstc	axios	2.0
crime	rbg	2.0
election_campaign	milwaukee	2.0
education	guidelines	1.0
environment	hurricane	2.0
education	parents	1.0
healthcare	hydroxychloroquine	2.0
civil_rights	supremacists	2.0
civil_rights	supremacy	2.0
crime	guns	2.0
healthcare	hospitalized	2.0
civil_rights	cops	2.0
election_campaign	picked	2.0
education	opening	1.0
civil_rights	officers	1.0
crime	officers	2.0
civil_rights	movement	2.0
healthcare	vaccines	2.0
environment	laura	1.0
civil_rights	training	1.0
healthcare	panic	2.0
environment	wildfires	2.0
election_campaign	bloomberg	2.0
intl_affairs	bounty	2.0
intl_affairs	arab	2.0
healthcare	birx	2.0
healthcare	dying	2.0
healthcare	shutdown	1.0
crime	laws	1.0
crime	replacement	1.0
election_campaign	gettysburg	2.0
intl_affairs	venezuela	2.0
intl_affairs	mideast	2.0
intl_affairs	sudan	2.0
sstc	maddow	2.0
election_campaign	chose	1.0
economy	shutdown	1.0
civil_rights	rioters	2.0
healthcare	insurance	2.0
healthcare	plasma	2.0
civil_rights	absentee	2.0
civil_rights	monuments	2.0
crime	rioters	1.0
labour	employees	2.0
healthcare	protection	1.0
election_campaign	mccarthy	1.0
civil_rights	nascar	2.0
intl_affairs	taliban	2.0
intl_affairs	saudi	2.0
election_campaign	chuck	1.0
healthcare	antibody	2.0
trump_controversies	born in u.s.	2.0
trump_controversies	doesn't pay taxes	2.0
general_controversies	clinton is a bigot	2.0
trump_controversies	won't release	2.0
clinton_controversies	more emails found	2.0
clinton_controversies	pay to play	2.0
clinton_controversies	9/11 memorial	2.0
clinton_controversies	open borders	2.0
clinton_controversies	no energy	2.0
clinton_controversies	clinton foundation	2.0
clinton_controversies	leaked emails	2.0
general_controversies	golf course	1.0
clinton_controversies	failing health	2.0
clinton_controversies	illegal donations	1.0
clinton_controversies	health problems	2.0
general_controversies	illegal donations	2.0
clinton_controversies	deleted emails	2.0
clinton_controversies	fbi investigation	2.0
trump_controversies	con artist	2.0
clinton_controversies	fell down	1.0
trump_controversies	anti-semite	2.0
clinton_controversies	private server	2.0
trump_controversies	black president	2.0
trump_controversies	birth certificate	2.0
trump_controversies	hot mic	2.0
trump_controversies	alt-right	2.0
trump_controversies	miss universe	2.0
trump_controversies	right wing	1.0
clinton_controversies	state department	2.0
trump_controversies	tax returns	2.0
trump_controversies	weight gain	2.0
clinton_controversies	released emails	2.0
clinton_controversies	really sick	2.0
clinton_controversies	blood clot	2.0
clinton_controversies	15000 emails	2.0
trump_controversies	dr. oz	2.0
general_controversies	right wing	2.0
trump_controversies	young women	1.0
trump_controversies	duke	2.0
trump_controversies	frog	2.0
trump_controversies	golf	1.0
general_controversies	hates	1.0
trump_controversies	holocaust	2.0
trump_controversies	acess	2.0
general_controversies	affair	2.0
trump_controversies	billionaire	1.0
general_controversies	bribed	2.0
trump_controversies	dad	1.0
general_controversies	charitable	2.0
general_controversies	charity	2.0
general_controversies	connection	2.0
general_controversies	connections	2.0
general_controversies	diagnose	2.0
trump_controversies	dictator	2.0
general_controversies	dictators	2.0
general_controversies	donation	2.0
general_controversies	donations	2.0
general_controversies	donor	2.0
general_controversies	elitist	2.0
general_controversies	david	1.0
general_controversies	bigotry	2.0
trump_controversies	racialist	2.0
trump_controversies	kenya	2.0
trump_controversies	kkk	1.0
trump_controversies	long	2.0
trump_controversies	michelle	1.0
trump_controversies	misogyny	2.0
trump_controversies	obama	1.0
trump_controversies	overweight	2.0
trump_controversies	pig	1.0
trump_controversies	piggy	2.0
trump_controversies	plagarism	2.0
trump_controversies	plagarize	2.0
trump_controversies	plagiarism	2.0
trump_controversies	plagiarize	2.0
trump_controversies	recording	2.0
general_controversies	bigoted	2.0
trump_controversies	release	1.0
trump_controversies	returns	2.0
trump_controversies	sexist	2.0
trump_controversies	star	1.0
trump_controversies	temperment	2.0
trump_controversies	wife	1.0
trump_controversies	woman	2.0
trump_controversies	women	1.0
trump_controversies	alt	2.0
trump_controversies	apartments	1.0
trump_controversies	armed	1.0
general_controversies	bigot	2.0
general_controversies	foundation	2.0
trump_controversies	oz	2.0
clinton_controversies	benghazi	2.0
general_controversies	hacking	2.0
general_controversies	admit	1.0
general_controversies	audio	2.0
general_controversies	dishonest	2.0
general_controversies	fat	2.0
general_controversies	hiding	2.0
clinton_controversies	illegitimate	1.0
general_controversies	irs	2.0
general_controversies	kkk	2.0
general_controversies	massive	1.0
general_controversies	jennifer	2.0
general_controversies	jones	2.0
general_controversies	leak	2.0
general_controversies	leaked	2.0
general_controversies	liar	2.0
general_controversies	medical	2.0
trump_controversies	miss	2.0
trump_controversies	pay	1.0
trump_controversies	putin	2.0
general_controversies	release	2.0
trump_controversies	russia	2.0
trump_controversies	russian	2.0
trump_controversies	stephens	2.0
clinton_controversies	lock	2.0
clinton_controversies	secret	2.0
clinton_controversies	service	2.0
general_controversies	shoot	2.0
general_controversies	millions	1.0
trump_controversies	isolationist	2.0
trump_controversies	isolationism	2.0
trump_controversies	irs	1.0
trump_controversies	hollywood	1.0
trump_controversies	birth	1.0
trump_controversies	2005	2.0
trump_controversies	access	1.0
trump_controversies	assault	2.0
trump_controversies	audio	1.0
trump_controversies	audit	1.0
trump_controversies	bait	1.0
trump_controversies	bertha	2.0
trump_controversies	billy	2.0
trump_controversies	birther	2.0
trump_controversies	breitbart	2.0
trump_controversies	bush	1.0
trump_controversies	certificate	2.0
trump_controversies	covering	1.0
trump_controversies	daughter	1.0
trump_controversies	disrespect	2.0
trump_controversies	disrespectful	2.0
trump_controversies	family	1.0
trump_controversies	fat	1.0
trump_controversies	grab	2.0
trump_controversies	grope	2.0
trump_controversies	hawaii	1.0
trump_controversies	hiding	1.0
clinton_controversies	street	1.0
clinton_controversies	subpoena	2.0
clinton_controversies	syringe	2.0
clinton_controversies	testimony	2.0
clinton_controversies	thousand	1.0
clinton_controversies	thousands	1.0
clinton_controversies	threaten	1.0
clinton_controversies	unfaithful	2.0
clinton_controversies	wiki	2.0
clinton_controversies	wikileaks	2.0
clinton_controversies	stroke	1.0
clinton_controversies	special	1.0
clinton_controversies	30000	2.0
clinton_controversies	affair	1.0
clinton_controversies	affairs	1.0
clinton_controversies	ambassador	1.0
clinton_controversies	assange	2.0
clinton_controversies	bangazi	2.0
clinton_controversies	basket	2.0
clinton_controversies	bengazi	2.0
clinton_controversies	bill	1.0
clinton_controversies	bought	1.0
clinton_controversies	bribe	2.0
clinton_controversies	bribed	1.0
clinton_controversies	charitable	1.0
clinton_controversies	sick	2.0
clinton_controversies	charity	1.0
clinton_controversies	classified	2.0
clinton_controversies	classify	2.0
clinton_controversies	collapse	2.0
clinton_controversies	hacking	1.0
clinton_controversies	health	2.0
clinton_controversies	husband	2.0
clinton_controversies	ill	1.0
clinton_controversies	illness	2.0
clinton_controversies	imprison	2.0
clinton_controversies	infidelity	2.0
clinton_controversies	investigation	2.0
clinton_controversies	jail	2.0
clinton_controversies	jones	1.0
clinton_controversies	leak	1.0
clinton_controversies	leaked	1.0
clinton_controversies	liar	1.0
clinton_controversies	medical	1.0
clinton_controversies	missing	1.0
clinton_controversies	monica	2.0
clinton_controversies	murderer	2.0
clinton_controversies	pillows	2.0
clinton_controversies	play	1.0
clinton_controversies	pneumonia	2.0
clinton_controversies	powell	2.0
clinton_controversies	prison	2.0
clinton_controversies	private	2.0
clinton_controversies	prosecute	2.0
clinton_controversies	prosecutor	2.0
clinton_controversies	release	1.0
clinton_controversies	sachs	2.0
clinton_controversies	scandal	2.0
clinton_controversies	server	2.0
clinton_controversies	hacked	2.0
clinton_controversies	hack	2.0
clinton_controversies	goldman	2.0
clinton_controversies	diagnosis	2.0
clinton_controversies	comey	2.0
clinton_controversies	concussion	2.0
clinton_controversies	connection	1.0
clinton_controversies	connections	1.0
clinton_controversies	corrupt	1.0
clinton_controversies	corruption	2.0
clinton_controversies	cough	2.0
clinton_controversies	crooked	2.0
clinton_controversies	delete	2.0
clinton_controversies	department	2.0
clinton_controversies	deplorable	2.0
clinton_controversies	deplorables	2.0
clinton_controversies	diagnose	1.0
clinton_controversies	dictators	1.0
clinton_controversies	foundation	1.0
clinton_controversies	dishonest	1.0
clinton_controversies	donation	1.0
clinton_controversies	donations	1.0
clinton_controversies	donor	1.0
clinton_controversies	elbow	2.0
clinton_controversies	elitist	1.0
clinton_controversies	email	2.0
clinton_controversies	emails	2.0
clinton_controversies	faint	2.0
clinton_controversies	fall	1.0
clinton_controversies	favors	2.0
clinton_controversies	fbi	2.0
clinton_controversies	fit	1.0
general_controversies	accuse	2.0
general_controversies	accused	2.0
general_controversies	attack	2.0
general_controversies	attacking	2.0
general_controversies	tweet	1.0
clinton_controversies	stamina	2.0
election_campaign	victory	2.0
civil_rights	anti trump	2.0
economy	stock	2.0
defence	national security	2.0
election_campaign	johnson	0.0
intl_affairs	alli	1.0
election_campaign	gari	0.0
election_campaign	gary johnson	2.0
clinton_controversies	colin	2.0
sstc	nyt	2.0
election_campaign	bernie sanders	2.0
crime	secret service	2.0
clinton_controversies	julian assange	2.0
crime	orlando	2.0
trump_controversies	eric	2.0
trump_controversies	ivanka	2.0
election_campaign	rhetoric	1.0
economy	tax plans	2.0
sstc	seth meyer	1.0
election_campaign	swing state	2.0
election_campaign	palin	2.0
election_campaign	key state	2.0
trump_controversies	michelle obama	1.0
trump_controversies	clinton slams	1.0
sstc	editorial	2.0
government_ops	transition team	2.0
election_campaign	rnc speech	2.0
general_controversies	sexual	2.0
trump_controversies	allegations	2.0
civil_rights	nra	2.0
election_campaign	billionaire	1.0
trump_controversies	lewd	2.0
trump_controversies	apprentice	2.0
general_controversies	nasty	2.0
trump_controversies	harassment	2.0
election_campaign	kellyanne	2.0
trump_controversies	sexual assault	2.0
trump_controversies	anti semitic	2.0
election_campaign	ben carson	2.0
trump_controversies	lewd comments	2.0
trump_controversies	white nationalist	2.0
sstc	washington post	2.0
election_campaign	anti clinton	2.0
intl_affairs	foreign policy	2.0
general_controversies	conceded	2.0
election_campaign	congratulated	1.0
intl_affairs	israelis	2.0
election_campaign	landslide	2.0
election_campaign	super pac	2.0
election_campaign	unleash	1.0
general_controversies	unhinged	2.0
election_campaign	stein	0.0
election_campaign	mccain	2.0
election_campaign	jill	0.0
election_campaign	touts	2.0
civil_rights	community	1.0
election_campaign	cabinet	2.0
general_controversies	fact check	2.0
clinton_controversies	secretary	1.0
election_campaign	bannon	2.0
crime	fbi director	2.0
clinton_controversies	state dept	2.0
general_controversies	hollywood	1.0
crime	attorney general	2.0
election_campaign	gop nominee	2.0
general_controversies	conspiraci theory	2.0
election_campaign	priebus	2.0
government_ops	administration	1.0
trump_controversies	trump university	2.0
trump_controversies	naked	2.0
election_campaign	indiana	0.0
election_campaign	christie	2.0
immigration	flip flop	1.0
crime	jeff session	2.0
election_campaign	cia director	1.0
election_campaign	strategist	2.0
election_campaign	jill stein	2.0
general_controversies	rudy giuliani	2.0
election_campaign	reince	2.0
trump_controversies	islamic state	2.0
election_campaign	peter thiel	2.0
election_campaign	silicon valley	1.0
sstc	alec baldwin	2.0
crime	james comey	2.0
clinton_controversies	goldman sach	2.0
trump_controversies	melania	2.0
election_campaign	resigns	1.0
election_campaign	chairman	2.0
election_campaign	lewandowski	1.0
sstc	fallon	2.0
clinton_controversies	staffer	1.0
election_campaign	roger stone	2.0
election_campaign	electoral college	2.0
election_campaign	popular vote	2.0
election_campaign	surrogate	1.0
election_campaign	vow	0.0
government_ops	concession speech	0.0
general_controversies	colbert	2.0
sstc	post elect	0.0
election_campaign	make case	2.0
government_ops	concess	0.0
election_campaign	elector vote	2.0
election_campaign	georg bush	1.0
intl_affairs	iraq war	2.0
election_campaign	warren	2.0
election_campaign	paul ryan	1.0
election_campaign	romney	0.0
election_campaign	elizabeth	1.0
environment	louisiana	0.0
intl_affairs	farag	2.0
trump_controversies	nationalists	2.0
intl_affairs	cuba	2.0
government_ops	democracy	0.0
government_ops	john mccain	2.0
intl_affairs	world leaders	2.0
election_campaign	campaign manag	2.0
crime	probe	2.0
election_campaign	gingrich	1.0
general_controversies	giuliani	2.0
election_campaign	carolina	0.0
environment	climate change	2.0
election_campaign	race	1.0
election_campaign	florida	0.0
election_campaign	ohio	0.0
trump_controversies	tower	1.0
economy	economic plan	2.0
election_campaign	pennsylvania	0.0
general_controversies	additional	2.0
trump_controversies	toward women	2.0
general_controversies	revelation	2.0
general_controversies	protect	1.0
crime	treason	2.0
crime	commit	2.0
trump_controversies	open mouth	1.0
trump_controversies	russia hack	2.0
sstc	time magazine	2.0
election_campaign	tune	0.0
trump_controversies	hitler	2.0
clinton_controversies	dishonesty	2.0
general_controversies	scam	2.0
trump_controversies	wife plagiarizing	2.0
trump_controversies	plagiarized speech	2.0
trump_controversies	plagiarizing michelle	2.0
election_campaign	gettysburg speech	2.0
general_controversies	daughter	1.0
sstc	npr	2.0
election_campaign	colorado	0.0
election_campaign	philadelphia	0.0
general_controversies	transcript	2.0
crime	dalla shootings	2.0
clinton_controversies	health issue	2.0
clinton_controversies	anthony weiner	2.0
general_controversies	code	1.0
trump_controversies	misinformation	1.0
sstc	commentary	1.0
sstc	fern	2.0
intl_affairs	oversea	2.0
general_controversies	handicap	2.0
general_controversies	gold star	2.0
defence	terrorist attack	2.0
sstc	jimmy fallon	2.0
trump_controversies	female	1.0
trump_controversies	vulgar	2.0
general_controversies	misconduct	2.0
trump_controversies	sexual misconduct	2.0
general_controversies	molest	2.0
general_controversies	fiasco	2.0
sstc	night live	2.0
crime	baton	1.0
election_campaign	tim kaine	2.0
defence	new jersey	0.0
trump_controversies	derogatory	2.0
general_controversies	‘outrageous	1.0
crime	ammendment	2.0
general_controversies	disparaged	2.0
trump_controversies	crude	2.0
election_campaign	north carolina	0.0
clinton_controversies	seizures	2.0
election_campaign	washington	1.0
general_controversies	obnoxious	0.0
clinton_controversies	medical condition	2.0
civil_rights	second amendment	2.0
sstc	social media	2.0
civil_rights	2nd amendment	2.0
trump_controversies	locker room	2.0
trump_controversies	room talk	0.0
election_campaign	detroit	0.0
election_campaign	michigan	0.0
religion	flint	0.0
election_campaign	chicago	0.0
clinton_controversies	gazi	2.0
election_campaign	utah	1.0
general_controversies	bully	2.0
election_campaign	propaganda	1.0
sstc	cartoon	2.0
clinton_controversies	drug test	2.0
election_campaign	canidates	2.0
general_controversies	substance	1.0
trump_controversies	founder	2.0
trump_controversies	election rigging	2.0
intl_affairs	went mexico	2.0
election_campaign	rncincl	2.0
defence	nuclear weapon	2.0
election_campaign	morning	0.0
sstc	lauer	2.0
trump_controversies	mcconnell	0.0
general_controversies	troll	1.0
clinton_controversies	execute	1.0
sstc	mainstream	2.0
crime	law enforcement	2.0
election_campaign	kanye	2.0
election_campaign	candidates	1.0
general_controversies	cheated	2.0
election_campaign	vpdebat	2.0
defence	world war	2.0
general_controversies	rigged election	2.0
trump_controversies	tape	2.0
election_campaign	major party	2.0
intl_affairs	saudi arabia	2.0
crime	scotus	2.0
general_controversies	birther movement	2.0
labour	steel	2.0
general_controversies	clue	0.0
general_controversies	bankrupt	2.0
election_campaign	american dream	1.0
general_controversies	rape	2.0
election_campaign	joe biden	1.0
election_campaign	temperament	0.0
election_campaign	undermine	1.0
general_controversies	dncleak	2.0
election_campaign	reuter	2.0
civil_rights	chanting	1.0
election_campaign	nyc	0.0
defence	america safe	2.0
crime	burn	1.0
election_campaign	patriots	0.0
civil_rights	wade	0.0
civil_rights	roe v. wade	2.0
crime	dwayne wade	2.0
sstc	imwithyou	1.0
election_campaign	arizona	0.0
election_campaign	wisconsin	0.0
election_campaign	hampshire	0.0
general_controversies	rigged system	2.0
trump_controversies	contest	1.0
clinton_controversies	colin powel	2.0
general_controversies	tell truth	2.0
trump_controversies	sacrifice	2.0
election_campaign	lobby	1.0
civil_rights	voter registration	2.0
government_ops	inauguration	2.0
sstc	magazine	2.0
clinton_controversies	podesta	2.0
election_campaign	organization	1.0
election_campaign	champion	1.0
clinton_controversies	neverhillari	1.0
general_controversies	betrayed	2.0
general_controversies	george soros	2.0
clinton_controversies	judgement	1.0
election_campaign	gary johnson	1.0
crime	law & order	1.0
general_controversies	first lady	2.0
government_ops	implement	1.0
immigration	comprehensive immigration	2.0
economy	tax break	2.0
election_campaign	lobbyist	1.0
economy	small busi owner	2.0
election_campaign	pander	2.0
election_campaign	electionday	2.0
election_campaign	debatenight	2.0
sstc	bigleaguetruth	2.0
general_controversies	insult	1.0
election_campaign	demsinphilly	1.0
clinton_controversies	crookedhillary	2.0
sstc	trumptrain	2.0
sstc	rickpopp	2.0
sstc	soundcloud	2.0
sstc	retweet	2.0
election_campaign	watch live	1.0
general_controversies	threat	1.0
intl_affairs	global	1.0
defence	risk	0.0
trump_controversies	release tax	2.0
civil_rights	blm	2.0
election_campaign	battleground state	2.0
religion	christian	2.0
civil_rights	gay	1.0
civil_rights	lgbt	2.0
trump_controversies	male	0.0
religion	evangelical	2.0
clinton_controversies	hillaryshealth	2.0
clinton_controversies	episode	1.0
general_controversies	hannity	1.0
sstc	network	2.0
sstc	politico	1.0
sstc	msm	2.0
election_campaign	african american	2.0
crime	suit	1.0
general_controversies	pay	1.0
general_controversies	paid	2.0
clinton_controversies	clintonfoundation	2.0
election_campaign	debates2016	0.0
election_campaign	wall street	1.0
election_campaign	presidentialdebate	1.0
election_campaign	trump2016 trumptrain	0.0
general_controversies	barack obama	1.0
general_controversies	president obama	1.0
election_campaign	presidential nominee	1.0
trump_controversies	model	1.0
trump_controversies	pussy	2.0
trump_controversies	hair	2.0
election_campaign	delegates	1.0
election_campaign	lebron	0.0
election_campaign	lebron james	2.0
clinton_controversies	basement	2.0
general_controversies	dobbs	0.0
general_controversies	lou dobbs	2.0
general_controversies	million dollar	2.0
general_controversies	sean hannity	1.0
election_campaign	third party	2.0
general_controversies	satan	2.0
general_controversies	roast	1.0
clinton_controversies	twitch	2.0
general_controversies	blame	2.0
general_controversies	shame	2.0
general_controversies	rip	1.0
general_controversies	mock	2.0
election_campaign	mark cuban	1.0
government_ops	legacy	1.0
sstc	journal	2.0
general_controversies	reagan	1.0
election_campaign	nomine	2.0
trump_controversies	trump tape	2.0
election_campaign	sarah palin	1.0
intl_affairs	leader	0.0
general_controversies	puppet	2.0
general_controversies	sign	1.0
government_ops	electoral	2.0
general_controversies	blast	2.0
sstc	blog	1.0
general_controversies	topstory	2.0
general_controversies	publish	2.0
general_controversies	huffington	2.0
clinton_controversies	secretary state	2.0
economy	market	2.0
election_campaign	electionnight	2.0
trump_controversies	women	2.0
general_controversies	sex	2.0
general_controversies	rapist	2.0
general_controversies	defend	2.0
general_controversies	wife	2.0
general_controversies	predator	2.0
election_campaign	children	1.0
general_controversies	silence	2.0
general_controversies	lie	2.0
general_controversies	hrc	2.0
general_controversies	hypocrite	2.0
clinton_controversies	killary	2.0
election_campaign	live stream	2.0
clinton_controversies	chelsea	2.0
general_controversies	trumpet	1.0
general_controversies	bombshell	2.0
religion	catholic	2.0
clinton_controversies	abedin	2.0
general_controversies	weiner	2.0
election_campaign	nevertrumper	1.0
election_campaign	trumppence16	1.0
election_campaign	makeamericagreatagain	2.0
general_controversies	draintheswamp	1.0
trump_controversies	proud	1.0
clinton_controversies	pjnet	2.0
election_campaign	votetrump	2.0
election_campaign	strongertogether	2.0
general_controversies	foxnews	2.0
clinton_controversies	dncinphl	2.0
clinton_controversies	feelthebern	1.0
election_campaign	uniteblu	1.0
general_controversies	lester holt	2.0
general_controversies	reveal	2.0
